"country","code","region","income","pop","gdp_pc_ppp","poorest_share","poorer_share","middle_share","richer_share","richest_share","cases_richest","cases_richer","cases_middle","cases_poorer","cases_poorest","notif_richest","notif_richer","notif_middle","notif_poorer","notif_poorest","untreated_richest","untreated_richer","untreated_middle","untreated_poorer","untreated_poorest","oop_treated_richest_und","oop_treated_richer_und","oop_treated_middle_und","oop_treated_poorer_und","oop_treated_poorest_und","nm_treated_richest_und","nm_treated_richer_und","nm_treated_middle_und","nm_treated_poorer_und","nm_treated_poorest_und","ind_treated_richest_und","ind_treated_richer_und","ind_treated_middle_und","ind_treated_poorer_und","ind_treated_poorest_und","total_treated_richest_und","total_treated_richer_und","total_treated_middle_und","total_treated_poorer_und","total_treated_poorest_und","oop_untreated_richest_und","oop_untreated_richer_und","oop_untreated_middle_und","oop_untreated_poorer_und","oop_untreated_poorest_und","nm_untreated_richest_und","nm_untreated_richer_und","nm_untreated_middle_und","nm_untreated_poorer_und","nm_untreated_poorest_und","ind_untreated_richest_und","ind_untreated_richer_und","ind_untreated_middle_und","ind_untreated_poorer_und","ind_untreated_poorest_und","total_untreated_richest_und","total_untreated_richer_und","total_untreated_middle_und","total_untreated_poorer_und","total_untreated_poorest_und","oop_richest_und","oop_richer_und","oop_middle_und","oop_poorer_und","oop_poorest_und","nm_richest_und","nm_richer_und","nm_middle_und","nm_poorer_und","nm_poorest_und","ind_richest_und","ind_richer_und","ind_middle_und","ind_poorer_und","ind_poorest_und","total_richest_und","total_richer_und","total_middle_und","total_poorer_und","total_poorest_und","oop_treated_richest_d","oop_treated_richer_d","oop_treated_middle_d","oop_treated_poorer_d","oop_treated_poorest_d","nm_treated_richest_d","nm_treated_richer_d","nm_treated_middle_d","nm_treated_poorer_d","nm_treated_poorest_d","ind_treated_richest_d","ind_treated_richer_d","ind_treated_middle_d","ind_treated_poorer_d","ind_treated_poorest_d","total_treated_richest_d","total_treated_richer_d","total_treated_middle_d","total_treated_poorer_d","total_treated_poorest_d","oop_untreated_richest_d","oop_untreated_richer_d","oop_untreated_middle_d","oop_untreated_poorer_d","oop_untreated_poorest_d","nm_untreated_richest_d","nm_untreated_richer_d","nm_untreated_middle_d","nm_untreated_poorer_d","nm_untreated_poorest_d","ind_untreated_richest_d","ind_untreated_richer_d","ind_untreated_middle_d","ind_untreated_poorer_d","ind_untreated_poorest_d","total_untreated_richest_d","total_untreated_richer_d","total_untreated_middle_d","total_untreated_poorer_d","total_untreated_poorest_d","oop_richest_d","oop_richer_d","oop_middle_d","oop_poorer_d","oop_poorest_d","nm_richest_d","nm_richer_d","nm_middle_d","nm_poorer_d","nm_poorest_d","ind_richest_d","ind_richer_d","ind_middle_d","ind_poorer_d","ind_poorest_d","total_richest_d","total_richer_d","total_middle_d","total_poorer_d","total_poorest_d","cc_treated_richest","cc_treated_richer","cc_treated_middle","cc_treated_poorer","cc_treated_poorest","oop_treated_richest","oop_treated_richer","oop_treated_middle","oop_treated_poorer","oop_treated_poorest","cc_untreated_richest","cc_untreated_richer","cc_untreated_middle","cc_untreated_poorer","cc_untreated_poorest","oop_untreated_richest","oop_untreated_richer","oop_untreated_middle","oop_untreated_poorer","oop_untreated_poorest","cc_richest","cc_richer","cc_middle","cc_poorer","cc_poorest","oop_richest","oop_richer","oop_middle","oop_poorer","oop_poorest"
"Afghanistan","AFG","EMR","LIC",42647492,2201.722907,0.0755,0.118,0.157,0.0021,0.6474,322555.117003421,389107.533283749,467683.337781789,530332.484564704,625458.204620524,6445.21777609497,-20776.852227463,-21711.301826089,-19544.84151178,-17200.891616868,316109.899227326,409884.385511212,489394.639607879,549877.326076483,642659.096237393,8709139.72479403,-20024847.09158,-15309418.410146,-11706932.536493,-11403265.886968,18364005.823269,-23532919.119262,-19145965.341557,-15105395.877577,-12209760.936269,22886582.5915499,-84114587.5181,-46457357.6909521,-26750951.69287,-12012751.380878,49959728.1396098,-127672353.72895,-80912741.4426501,-53563280.106941,-35625778.204115,410320238.622767,375307769.965308,316169278.160554,298427731.129203,370030452.318058,554881151.578052,571702355.418316,548765725.805111,561758358.663841,557120272.386616,1820324347.62965,1551964015.53073,1010271964.17062,694459603.493895,426171453.878455,2785525737.83047,2498974140.91436,1875206968.13629,1554645693.28694,1353322178.58314,419029378.347561,355282922.873726,300859859.750408,286720798.59271,358627186.43109,573245157.401316,548169436.299055,529619760.463551,546652962.786268,544910511.450348,1843210930.22119,1467849428.01263,963814606.479677,667708651.801021,414158702.497578,2835485465.97008,2371301787.18541,1794294226.69363,1501082413.18,1317696400.37902,-14017802.949128,-24774036.615323,-18583361.768667,-14123665.6061075,-13467399.9764603,-15486833.84071,-33956304.941766,-28148700.602989,-22742595.226154,-17488402.272272,-70826641.8418911,-103178726.25425,-57980612.74137,-32589528.69222,-14867510.6124726,-100331278.63173,-161909067.811333,-104712675.113026,-69455789.524482,-45823312.861206,232094751.146899,209677691.915174,175164172.082024,163358748.616728,200162002.77463,313776366.493477,319191208.840035,303726801.639318,307163949.541076,301028541.478059,1030462889.39125,867308170.054877,559684648.494915,380181518.219069,230464067.584292,1576334007.03163,1396177070.81008,1038575622.21626,850704216.376876,731654611.836977,218076948.197771,184903655.299851,156580810.313357,149235083.010621,186694602.79817,298289532.652766,285234903.89827,275578101.03633,284421354.314922,283540139.205786,959636247.54936,764129443.800623,501704035.753548,347591989.526849,215596556.97182,1476002728.3999,1234268002.99875,933862947.10323,781248426.85239,685831298.975777,5147.62098352099,-17451.500217978,-18840.265334605,-17435.749763023,-15902.017822044,1630.5116932587,-4465.5294844629,-4795.2294996925,-5209.77536817221,-7391.038457249,252793.513493731,344973.803316331,425595.304750055,491610.632447538,594256.070662319,73953.5360867224,89623.5346637942,110205.607626849,149571.298723129,278675.338358222,257941.134477252,327522.303098353,406755.039415449,474174.882684513,578354.052840278,75584.0477799811,85158.0051793309,105410.378127157,144361.523354957,271284.299900972
"Angola","AGO","AFR","LMIC",37885849,8347.952791,0.038,0.077,0.126,0.002,0.757,38427.591652593,46356.311246544,55717.436740618,63181.140470768,74513.939528255,-16710.809099568,-27819.874436959,-29787.795613511,-29199.076803617,-24882.20493031,55138.400752162,74176.1856835016,85505.232354128,92380.217274385,99396.144458564,-3648584.7022877,-4218966.9018705,-3184309.6264443,-2605485.0243886,-2356439.2353343,-6424856.155065,-8834543.03845599,-7646426.263621,-6767780.7529231,-4880972.9693471,-15038960.920672,-16790415.007756,-9820279.80052799,-5901333.40122889,-2634312.3782913,-25112401.7780261,-29843924.948083,-20651015.690593,-15274599.178541,-9871724.582973,11739811.5208266,11146852.3706477,9092514.4904149,8199984.0224926,9402995.0667515,21909443.3502551,23637324.6422772,21965196.6776019,21515845.6893529,19682211.9097898,50524829.9772629,44916962.3036104,28243144.2173611,18700535.8028932,10536772.1887797,84174084.848345,79701139.316535,59300855.385378,48416365.514739,39621979.165321,8091226.8185385,6927885.46877721,5908204.86397061,5594498.9981041,7046555.8314172,15484587.195189,14802781.603821,14318770.413982,14748064.936429,14801238.940443,35485869.05659,28126547.295855,18422864.416834,12799202.401664,7902459.81048879,59061683.0703189,49857214.368453,38649839.694786,33141766.336197,29750254.582348,-2706023.1967666,-2932629.5120032,-2193058.2143726,-1794984.6985528,-1624730.9310189,-4856871.1004218,-6167552.05549669,-5276614.1005512,-4673640.1579297,-3374140.7185803,-11310312.049186,-11712507.81981,-6775358.99388289,-4072588.26572111,-1817770.9615596,-18873206.346375,-20812689.387309,-14245031.308807,-10541213.122203,-6816642.6111588,6987665.12044553,6598401.83867393,5319190.2284273,4755142.3449998,5353086.6451142,13049852.8520053,13999430.0521737,12852584.7414303,12476967.4210769,11204923.7187929,30085197.9039074,26594257.3062327,16523342.5117126,10844680.5512051,5999051.0889202,50122715.8763582,47192089.1970801,34695117.4815702,28076790.3172817,22557061.452828,4281641.923679,3665772.3266708,3126132.0140548,2960157.6464469,3728355.7140953,8192981.75158301,7831877.996677,7575970.64087901,7803327.263147,7830783.000213,18774885.85472,14881749.486423,9747983.517829,6772092.285484,4181280.1273606,31249509.529983,26379399.809771,20450086.172764,17535577.195078,15740418.841669,-5235.01083316602,-9231.041038255,-11137.129017084,-13610.701350332,-16080.10661983,-505.279030649699,-757.0523697384,-907.4238674848,-1243.213456527,-3294.3727760667,17290.477032122,24618.2449319161,31972.0683558821,43076.049774486,64230.20842377,1662.8457428231,2017.12896887985,2601.82468422611,3930.6880590899,13153.4723634151,12055.466198956,15387.203893661,20834.939338798,29465.348424154,48150.1018039399,1157.5667121734,1260.0765991414,1694.4008167414,2687.474602563,9859.099587348
"Argentina","ARG","AMR","UMIC",45696159,30175.53597,0.051,0.096,0.149,0.227,0.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Azerbaijan","AZE","EUR","UMIC",10202850,25088.95018,0.0801,0.1231,0.1665,0.0022,0.6281,332.563934304999,401.181458036499,482.195453188098,546.788589792301,644.866040893496,-471.072589011899,-604.3754248039,-760.411765864999,-759.1467447543,-642.5899945048,803.63652331684,1005.55688284027,1242.60721905308,1305.9353345465,1287.4560353982,-379374.111104699,-343942.329279,-310597.331683219,-257718.334064201,-231601.767141219,-527477.752978999,-536331.671315398,-541083.078012401,-491556.1893814,-352571.86364127,-747994.294150103,-633390.2833088,-432953.5773068,-264278.43949786,-116495.34614396,-1654846.15823381,-1513664.2839032,-1284633.9870024,-1013552.9629434,-700668.976926401,645536.25919991,572461.05842711,506657.85388536,443211.65288891,466738.883109719,895361.18772345,887741.11880454,881078.78001307,841476.24532821,704863.895307999,1277559.99057422,1052939.95124362,707370.26376145,454934.92545406,234059.23767534,2818457.43749758,2513142.12847527,2095106.8976599,1739622.8236712,1405662.016093,266162.1480952,228518.729148,196060.522202199,185493.318824701,235137.115968499,367883.434744403,351409.447489101,339995.7020007,349920.055946801,352292.0316668,529565.696424197,419549.667934798,274416.6864546,190656.485956199,117563.89153139,1163611.27926379,999477.844572,810472.910657503,726069.860727705,704993.0391666,-262901.83872034,-237209.62350727,-210873.52681702,-175034.51304439,-157476.42016332,-365984.005495999,-369955.583031401,-367252.444269221,-333536.789402479,-239352.99290318,-519353.555257602,-437087.337194299,-293963.68265502,-179526.0035971,-79164.5121724301,-1148239.399474,-1044252.5437328,-872089.6537413,-688097.306043997,-475993.925238999,407774.560961089,361631.714353298,317635.69102553,276066.06089982,285564.657623461,566292.81251163,561291.41527881,552352.24788444,523986.54919331,431102.78319119,807611.83508689,665445.29665121,443334.9035573,283336.63786148,143187.98457099,1781679.20855961,1588368.42628333,1313322.84246727,1083389.24795457,859855.4253856,144872.722240752,124422.09084603,106762.16420851,101031.54785543,128088.237460149,200308.8070157,191335.832247499,185099.803615199,190449.759790801,191749.790287999,288258.2798292,228357.959456999,149371.220902279,103810.63426438,64023.4723985502,633439.8090856,544115.882550403,441233.188725997,395291.941910598,383861.500146698,-104.54725540716,-137.70867400351,-200.927363515169,-277.19277794532,-385.174838543469,-38.2665079312001,-45.2802971686001,-62.09147155303,-82.0729260533499,-166.47160668908,178.422229546394,229.085711746429,328.30608736362,476.95362678504,771.885748475399,65.150163556283,75.248552391817,101.366181645906,141.15216476882,333.38978546602,73.8749741392394,91.37703774292,127.378723848439,199.7608488397,386.710909931899,26.8836556250801,29.96825522322,39.27471009288,59.0792387154802,166.918178776939
"Burundi","BDI","AFR","LIC",14047786,949.8346131,0.071,0.11,0.15,0.0021,0.6669,3409.2602550471,4112.688896359,4943.19925927679,5605.3721248753,6610.80753582749,-169.372054398802,-2381.0474299898,-2570.86339899719,-2195.7870769475,-1972.9906679845,3578.63230944594,6493.7363263488,7514.062658274,7801.1592018229,8583.798203812,-73721.6462706029,-1779410.77773171,-1376295.8673951,-976861.873042401,-928122.748945002,-392127.258127704,-2499111.9891314,-2151301.2580757,-1676807.877423,-1271179.8821333,-276988.286619991,-5406016.28485499,-3203122.12346251,-1690019.2435388,-798793.3091239,-742837.191017985,-9684539.051718,-6730719.248933,-4343688.9940041,-2998095.9402024,3724249.6393888,4885042.92506874,4009368.5797236,3482514.5529184,4099587.1526331,4801410.01944123,6718274.7856504,6225975.3977752,5871745.0162587,5494360.9851109,12285790.6850006,14925076.2525061,9423277.3625159,6004863.4152763,3467951.6578359,20811450.3438307,26528393.9632252,19658621.3400146,15359122.9844534,13061899.7955801,3650527.9931182,3105632.147337,2633072.7123284,2505652.6798761,3171464.4036881,4409282.76131351,4219162.796519,4074674.1396995,4194937.1388356,4223181.1029776,12008802.398381,9519059.96765099,6220155.23905329,4314844.1717376,2669158.348712,20068613.152812,16843854.911507,12927902.091081,11015433.990449,10063803.855378,-350115.337320298,-1276461.9522451,-984611.0550707,-700025.4781547,-666712.6498929,-606407.299299404,-1784233.98814,-1537878.3738177,-1197696.3603645,-909852.176910602,-1171505.8340566,-3884043.4233251,-2297614.7346507,-1210298.6341491,-571656.36140096,-2128028.470676,-6944739.363711,-4820104.1635391,-3108020.4726683,-2148221.1882045,2294706.24836662,2930464.65832854,2386720.24530051,2034467.43549581,2356061.9470704,2953079.44199179,4030073.48866368,3707012.08599062,3430689.6904305,3158266.6779673,7567850.2921352,8954155.331239,5610241.1775362,3507944.9979093,1992899.8784123,12815635.9824936,15914693.4782311,11703973.5088273,8973102.1238356,7507228.5034501,1944590.9110463,1654002.7060834,1402109.1902299,1334441.9573411,1689349.2971775,2346672.1426923,2245839.5005237,2169133.7121729,2232993.3300662,2248414.50105681,6396344.45807901,5070111.90791389,3312626.4428855,2297646.3637601,1421243.5170114,10687607.511817,8969954.114521,6883869.34528799,5865081.6511673,5359007.3152456,-123.975875014206,-1818.5121789395,-2065.7267093059,-1858.9531023229,-1778.36855736349,-33.8969251848994,-486.950917777511,-542.9215578275,-563.1333065009,-822.3004223383,2564.49963689716,4957.33047604851,6036.0238068824,6605.4805759105,7737.3707836149,779.056140082299,1329.41544415002,1588.44636421269,2000.70006989344,3578.4441210147,2440.523761883,3138.8182971089,3970.29709757651,4746.5274735875,5959.00222625141,745.1592148973,842.4645263725,1045.5248063851,1437.5667633926,2756.1436986763
"Benin","BEN","AFR","LMIC",14462724,4434.564218,0.076,0.119,0.161,0.221,0.423,6964.6965022378,8401.7141046533,10098.3439266573,11451.0810883577,13505.0611209815,-11874.1839641393,-12142.4105386739,-12290.1289071877,-11634.6320692043,-10044.1109918082,18838.8804663771,20544.1246433272,22388.472833845,23085.7131575621,23549.1721127898,-3659123.34007126,-2690241.27157895,-1941412.32197131,-1521737.22725567,-1400718.22743275,-6492718.65433378,-5255692.75733758,-4257787.16935631,-3663188.70475759,-2686050.34543621,-8114503.5726894,-5463632.30443751,-3023770.0082543,-1763616.86577722,-797404.989580571,-18266345.5670944,-13409566.333354,-9222969.49958196,-6948542.79779045,-4884173.56244954,5847518.61184658,4562653.32906305,3542787.9497997,3037572.08005945,3307538.86717356,10236794.3657968,8838907.02586145,7733941.35804753,7242652.49194346,6266824.778986,12898569.2132546,9267605.95767748,5523674.39464551,3496898.5289505,1865926.40397755,28982882.1908979,22669166.3126021,16800403.7024927,13777123.1009535,11440290.050137,2188395.27177532,1872412.0574841,1601375.6278284,1515834.85280378,1906820.63974081,3744075.711463,3583214.2685239,3476154.1886913,3579463.7871858,3580774.4335498,4784065.6405651,3803973.65324,2499904.38639119,1733281.66317327,1068521.41439698,10716536.6238035,9259599.979248,7577434.2029109,6828580.3031629,6556116.4876875,-2327568.80964963,-1705966.55779873,-1230872.37582696,-965353.43237568,-889032.052596622,-4121472.9312479,-3329492.93818827,-2698748.92915666,-2321397.10233709,-1702582.5216356,-5158866.87536999,-3465213.12809598,-1917342.56255534,-1117795.58442795,-505325.496004643,-11607908.6162675,-8500672.62408301,-5846963.867539,-4404546.11914072,-3096940.07023686,3482883.17243167,2694369.32687977,2076253.30436945,1765727.01097863,1895834.79900154,6097635.39119,5220586.25535035,4533434.64065461,4210501.79239668,3592416.98666907,7684639.61011089,5473450.03748902,3237135.94831867,2032825.49943334,1069341.50586785,17265158.1737325,13388405.6197192,9846823.89334275,8009054.30280861,6557593.29153845,1155314.36278204,988402.769081031,845380.9285425,800373.57860295,1006802.74640492,1976162.45994211,1891093.31716209,1834685.71149795,1889104.69005958,1889834.46503347,2525772.7347409,2008236.90939304,1319793.38576334,915029.91500539,564016.00986321,5657249.557465,4887732.9956361,3999860.0258038,3604508.183668,3460653.2213016,-3345.66200955695,-3622.35043887924,-4265.61754351538,-5284.58233149993,-6575.59397497677,-615.094361913708,-575.884050767416,-640.6767517555,-820.280710953533,-1847.18398443778,5305.40482270988,6129.18829755405,7770.84267784864,10484.1511393118,15418.1518721318,976.579945649363,974.749350335958,1165.94462099112,1626.18817909861,4328.09638339387,1959.74281315292,2506.83785867485,3505.2251343332,5199.5688078119,8842.557897155,361.48558373565,398.86529956853,525.26786923562,805.90746814508,2480.91239895608
"Burkina Faso","BFA","AFR","LIC",23548781,2896.187416,0.073,0.112,0.151,0.211,0.453,22089.1641234007,26646.795264653,32027.8100127992,36318.1381227208,42832.5213456275,-31886.3344427165,-36557.4438373975,-38166.8462590779,-35310.7276473248,-30750.3553083448,53975.4985661172,63204.2391020506,70194.6562718772,71628.8657700457,73582.8766539719,-13411543.8764949,-10964908.5020435,-8125613.25400413,-6266797.88146376,-5833543.71156279,-30801809.3667494,-27930797.6367455,-23362864.9256016,-19610301.0426747,-14531884.0774809,-39789397.229274,-29960872.1176638,-17065903.4234422,-9711022.52653182,-4432427.30026186,-84002750.4725183,-68856578.2564529,-48554381.6030479,-35588121.4506704,-24797855.0893056,22731308.8250918,18954934.4958954,14923960.9647445,12715780.9934886,13941710.9039996,52143114.0193032,48357585.87145,43045905.7956057,39814989.6219488,34790213.6226514,67253200.4557882,51754511.0947117,31369607.7678988,19684671.2230807,10604081.920704,142127623.300183,119067031.462057,89339474.528249,72215441.838518,59336006.447355,9319764.948597,7990025.9938518,6798347.7107404,6448983.11202472,8108167.1924368,21341304.6525538,20426788.2347046,19683040.870004,20204688.579274,20258329.5451704,27463803.2265142,21793638.9770478,14303704.3444566,9973648.6965488,6171654.62044217,58124872.8276651,50210453.2056042,40785092.9252007,36627320.3878477,34538151.3580494,-8332064.61641041,-6806372.99769575,-5043408.05436148,-3889695.82951805,-3620515.77184195,-19129238.4396926,-17334258.0351838,-14499213.3074977,-12171649.2863413,-9018874.0008144,-24714797.5102565,-18598265.1625153,-10593056.1129653,-6027083.40224062,-2750879.72056593,-52176100.5663595,-42738896.1953948,-30135677.4748245,-22088428.5180999,-15390269.4932223,13174884.3178823,10958142.0138878,8576052.13969279,7241056.4690375,7834107.86038809,30218562.3837693,27948079.7604716,24726682.3917912,22669970.8735318,19544967.8263621,38985101.033289,29922183.6987522,18025295.690125,11209409.9522541,5957688.94742509,82378547.7349405,68828405.4731117,51328030.221609,41120437.2948233,33336764.6341752,4842819.70147188,4151769.01619207,3532644.08533132,3351360.63951945,4213592.0885462,11089323.9440766,10613821.7252879,10227469.0842935,10498321.5871905,10526093.8255477,14270303.5230325,11323918.5362369,7432239.5771597,5182326.55001346,3206809.22685916,30202447.168581,26089509.2777168,21192352.7467845,19032008.7767234,17946495.140953,-15595.2093269513,-19404.8679249847,-22496.0637766354,-23911.5796403412,-24663.8578254582,-2615.86626421226,-2744.77871459188,-3073.28484933958,-3711.20739820414,-7169.52883275547,26396.904356997,33551.2926901956,41377.6647121548,48506.6521344722,59012.7772566909,4425.86132044104,4745.77933370784,5651.81117793443,7523.75914167843,17159.0707733596,10801.6950300458,14146.4247652107,18881.6009355194,24595.072494131,34348.9194312328,1809.99505622878,2001.00061911595,2578.52632859485,3812.55174347429,9989.5419406042
"Bangladesh","BGD","SEAR","LMIC",173562364,9646.769844,0.082,0.122,0.16,0.215,0.421,218473.81414665,263551.25815225,316772.41262597,359206.08466891,423636.86808699,-90944.7920637801,-212967.53993465,-216079.60897925,-208452.27664092,-178688.30587878,309418.606210439,476518.798086893,532852.021605221,567658.361309842,602325.17396577,-9150317.63808101,-16018983.409391,-11569985.0767978,-9278791.31277779,-8470113.1577394,-38382725.9418861,-68635081.776288,-55612803.136477,-48465196.17527,-35478698.542102,-40613650.082564,-62817371.742468,-34790480.788314,-20764329.914018,-9299218.4508382,-88146693.6625299,-147471436.928152,-101973269.001588,-78508317.4020661,-53248030.150679,32301244.0272851,35859003.3145463,28539903.7575165,25412059.6534769,28619340.3623315,125826435.142194,152307267.799586,136576530.101953,131467757.045145,118563708.75053,139824948.690147,141549458.275714,86527837.551145,56722198.3223224,31506544.2774802,297952627.859626,329715729.389845,251644271.410615,213602015.020944,178689593.390341,23150926.389205,19840019.905155,16969918.680719,16133268.340699,20149227.204592,87443709.200309,83672186.023298,80963726.965477,83002560.869874,83085010.208428,99211298.607583,78732086.533245,51737356.762831,35957868.408304,22207325.826641,209805934.19709,182244292.4617,149671002.40902,135093697.618882,125441563.239661,-7651017.0653529,-11274237.5300002,-8125191.9074241,-6524020.7518678,-5950490.5297994,-31206310.919262,-48196931.983305,-39028211.520341,-34021555.088748,-24876400.53493,-33612423.898059,-44285250.930923,-24486139.798361,-14591048.461375,-6538640.1254228,-72469751.8826751,-103756420.444229,-71639543.226126,-55136624.301991,-37365531.190152,20142205.4153182,21978348.3600387,17281124.7082192,15228760.7752605,16820808.7754228,78373831.7878831,93330301.1996768,82702722.0003642,78798016.270647,69693337.20604,87137887.8550121,86764322.9305605,52401871.6609468,33991034.5970784,18519802.9617746,185653925.058213,202072972.490276,152385718.36953,128017811.642986,105033948.943238,12491188.3499649,10704110.8300385,9155932.800795,8704740.0233926,10870318.2456233,47167520.868622,45133369.216372,43674510.480023,44776461.1819,44816936.671111,53525463.956953,42479071.999637,27915731.862586,19399986.135703,11981162.8363516,113184173.175539,98316552.0460471,80746175.143404,72881187.3409951,67668417.753086,-26944.594688922,-67532.65397286,-79598.6166658929,-98035.541580981,-116848.606269297,-1540.5237406582,-3206.4802954442,-3731.2812902219,-5168.4987928985,-16196.906441455,91703.6607514849,151132.853260319,196286.099813911,266871.244448653,393757.14094994,5240.65058966683,7187.52427739414,9197.0693023594,14073.2908550125,54585.403881404,64759.066062563,83600.199287459,116687.483148018,168835.70286767,276908.53468065,3700.1268490087,3981.04398195,5465.7880121375,8904.79206211401,38388.497439949
"Bolivia","BOL","AMR","LMIC",12413315,11189.80551,0.052,0.1,0.148,0.223,0.477,4389.4921016801,5295.1708220308,6364.4698504622,7217.0309182741,8511.5495132069,-3064.7146362269,-5077.8268369873,-5976.7719729333,-5908.808251847,-5019.4812590107,7454.20673790703,10372.9976590182,12341.2418233955,13125.8391701209,13531.0307722175,-2274951.2913736,-2718102.8010195,-2302075.9338436,-1903290.1476191,-1721602.7046697,-6623050.3954255,-8548245.61789081,-8027512.2928412,-7202266.1459069,-5178483.701954,-7670255.4484261,-8385314.43833841,-5413992.0359741,-3295333.6507755,-1470013.45454642,-16568257.135225,-19651662.857249,-15743580.2626593,-12400889.9443015,-8370099.86117011,5653055.01822929,5599265.10727368,4756175.27754344,4239975.53726807,4669613.9001289,15912653.9917236,17423725.3085537,16615189.6527054,16028828.0968483,14009126.6906156,18852158.2430288,17232203.2236743,11202583.0017718,7321011.4312546,3953715.7236191,40417867.2529816,40255193.6395017,32573947.9320207,27589815.0653711,22632456.3143637,3378103.7268557,2881162.3062543,2454099.3436998,2336685.3896489,2948011.1954593,9289603.5962982,8875479.69066299,8587677.35986429,8826561.9509414,8830642.98866169,11181902.794603,8846888.785336,5788590.9657977,4025677.7804791,2483702.2690727,23849610.117756,20603530.782254,16830367.669362,15188925.12107,14262356.453193,-1753373.9280092,-1962583.3170504,-1620853.2229128,-1339985.94058332,-1212645.77786944,-5045312.1386851,-6147408.1070612,-5648432.6480835,-5068596.0147792,-3644970.0841796,-5888278.6723247,-6048425.2703886,-3812538.9572584,-2319379.1013693,-1034317.26176231,-12686964.739019,-14158416.6945001,-11081824.8282547,-8727961.0567317,-5891933.1238114,3581568.91067872,3521619.45963666,2948642.80914878,2604356.75281218,2808112.29914712,10070556.9526612,10949170.049055,10294803.9623728,9844091.2063034,8423269.4919877,11940355.274583,10836452.2474745,6944988.06794122,4497687.47901828,2378181.73873247,25592481.1379229,25307241.7561662,20188434.8394628,16946135.4381339,13609563.5298672,1828194.9826695,1559036.1425862,1327789.586236,1264370.8122289,1595466.5212776,5025244.8139761,4801761.9419939,4646371.31428929,4775495.1915243,4778299.4078081,6052076.6022583,4788026.9770859,3132449.1106828,2178308.377649,1343864.4769702,12905516.398904,11148825.061666,9106610.0112081,8218174.38140219,7717630.40605581,-1654.3715450327,-2995.0652402443,-3881.6981243866,-4316.2055074433,-4216.1370898176,-283.75828756992,-431.41750686212,-542.96316478249,-700.25958844469,-1303.29268204012,4026.97715294641,6118.1179300683,8015.77287605568,9587.8020704608,11365.190770114,687.578895957669,880.09339687947,1120.18203449949,1554.69574675604,3510.45808223952,2372.6056079136,3123.0526898239,4134.0747516691,5271.5965630175,7149.05368029641,403.82060838775,448.67589001735,577.218869717,854.43615831135,2207.1654001994
"Brazil","BRA","AMR","UMIC",211998573,22333.41166,0.037,0.078,0.125,0.194,0.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
