"country","code","region","income","pop","gdp_pc_ppp","poorest_share","poorer_share","middle_share","richer_share","richest_share","cases_richest","cases_richer","cases_middle","cases_poorer","cases_poorest","notif_richest","notif_richer","notif_middle","notif_poorer","notif_poorest","untreated_richest","untreated_richer","untreated_middle","untreated_poorer","untreated_poorest","oop_treated_richest_und","oop_treated_richer_und","oop_treated_middle_und","oop_treated_poorer_und","oop_treated_poorest_und","nm_treated_richest_und","nm_treated_richer_und","nm_treated_middle_und","nm_treated_poorer_und","nm_treated_poorest_und","ind_treated_richest_und","ind_treated_richer_und","ind_treated_middle_und","ind_treated_poorer_und","ind_treated_poorest_und","total_treated_richest_und","total_treated_richer_und","total_treated_middle_und","total_treated_poorer_und","total_treated_poorest_und","oop_untreated_richest_und","oop_untreated_richer_und","oop_untreated_middle_und","oop_untreated_poorer_und","oop_untreated_poorest_und","nm_untreated_richest_und","nm_untreated_richer_und","nm_untreated_middle_und","nm_untreated_poorer_und","nm_untreated_poorest_und","ind_untreated_richest_und","ind_untreated_richer_und","ind_untreated_middle_und","ind_untreated_poorer_und","ind_untreated_poorest_und","total_untreated_richest_und","total_untreated_richer_und","total_untreated_middle_und","total_untreated_poorer_und","total_untreated_poorest_und","oop_richest_und","oop_richer_und","oop_middle_und","oop_poorer_und","oop_poorest_und","nm_richest_und","nm_richer_und","nm_middle_und","nm_poorer_und","nm_poorest_und","ind_richest_und","ind_richer_und","ind_middle_und","ind_poorer_und","ind_poorest_und","total_richest_und","total_richer_und","total_middle_und","total_poorer_und","total_poorest_und","oop_treated_richest_d","oop_treated_richer_d","oop_treated_middle_d","oop_treated_poorer_d","oop_treated_poorest_d","nm_treated_richest_d","nm_treated_richer_d","nm_treated_middle_d","nm_treated_poorer_d","nm_treated_poorest_d","ind_treated_richest_d","ind_treated_richer_d","ind_treated_middle_d","ind_treated_poorer_d","ind_treated_poorest_d","total_treated_richest_d","total_treated_richer_d","total_treated_middle_d","total_treated_poorer_d","total_treated_poorest_d","oop_untreated_richest_d","oop_untreated_richer_d","oop_untreated_middle_d","oop_untreated_poorer_d","oop_untreated_poorest_d","nm_untreated_richest_d","nm_untreated_richer_d","nm_untreated_middle_d","nm_untreated_poorer_d","nm_untreated_poorest_d","ind_untreated_richest_d","ind_untreated_richer_d","ind_untreated_middle_d","ind_untreated_poorer_d","ind_untreated_poorest_d","total_untreated_richest_d","total_untreated_richer_d","total_untreated_middle_d","total_untreated_poorer_d","total_untreated_poorest_d","oop_richest_d","oop_richer_d","oop_middle_d","oop_poorer_d","oop_poorest_d","nm_richest_d","nm_richer_d","nm_middle_d","nm_poorer_d","nm_poorest_d","ind_richest_d","ind_richer_d","ind_middle_d","ind_poorer_d","ind_poorest_d","total_richest_d","total_richer_d","total_middle_d","total_poorer_d","total_poorest_d","cc_treated_richest","cc_treated_richer","cc_treated_middle","cc_treated_poorer","cc_treated_poorest","oop_treated_richest","oop_treated_richer","oop_treated_middle","oop_treated_poorer","oop_treated_poorest","cc_untreated_richest","cc_untreated_richer","cc_untreated_middle","cc_untreated_poorer","cc_untreated_poorest","oop_untreated_richest","oop_untreated_richer","oop_untreated_middle","oop_untreated_poorer","oop_untreated_poorest","cc_richest","cc_richer","cc_middle","cc_poorer","cc_poorest","oop_richest","oop_richer","oop_middle","oop_poorer","oop_poorest"
"Afghanistan","AFG","EMR","LIC",42647492,2201.722907,0.0755,0.118,0.157,0.0021,0.6474,87851.28475942,105977.536571473,127378.484850601,144441.640087732,170350.132249337,45629.381602456,18472.838795287,19303.664206604,17377.4497972,15293.428210151,42221.903156964,87504.6977761862,108074.820643996,127064.190290532,155056.704039187,59090816.508318,16597298.236089,12116641.621196,9135353.57991201,8384513.544503,82797792.080884,27357425.486116,23182175.553247,19207734.726335,14022783.194563,257894354.63171,68282375.3601298,39436336.705446,21349743.453435,9958691.07708302,399782963.22091,112237099.08233,74735153.87989,49692831.759681,32365987.816149,55155129.5524836,80360256.0156206,70104734.8153809,69293928.43699,89761274.825156,72519554.3499634,121003006.03121,120137884.094704,128674070.307599,133572511.073383,245761067.611629,332342477.473037,223479500.543427,160928659.76976,102991324.346896,373435751.514076,533705739.519868,413722119.453513,358896658.514349,326325110.245435,114245946.060802,96957554.251709,82221376.436576,78429282.016902,98145788.369659,155317346.430847,148360431.517326,143320059.647951,147881805.033934,147595294.267946,503655422.24334,400624852.83316,262915837.248877,182278403.223194,112950015.42398,773218714.73499,645942838.6022,488457273.3334,408589490.27403,358691098.06159,27085828.637989,4295443.79320601,3092211.545449,2321401.5549981,2079861.73876791,38256902.029405,7721684.308346,6608638.12222803,5535406.16897899,3955547.88198799,117849058.25336,17591193.893666,10320686.563158,5471215.67365,2581310.95402201,183191788.92075,29608321.9952202,20021536.230835,13328023.397626,8616720.57477796,33230608.8334722,46896534.8166639,40317369.1868592,39086023.321045,49743577.948549,43753439.0215589,70618935.8982491,69066279.9792824,72543453.10091,73976793.732604,148156087.518601,193986337.083103,128522588.199196,90796011.936721,57071530.576453,225140135.373633,311501807.798015,237906237.365337,202425488.358677,180791902.257606,60316437.471461,51191978.60987,43409580.732309,41407424.876044,51823439.687317,82010341.050964,78340620.206595,75674918.101511,78078859.269889,77932341.614592,266005145.77196,211577530.976773,138843274.762353,96267227.610371,59652841.530475,408331924.29438,341110129.79323,257927773.59617,215753511.7563,189408622.832384,36489.17211733,15559.868403496,16800.13822663,15547.327480438,14142.582000794,10721.1488338919,4061.72517655919,4374.2836463063,4758.66445048149,6650.156679644,33768.3344491465,73641.2435521735,93977.764783692,113591.918780309,143377.087262431,9849.38386708413,19118.5378579748,24319.806722419,34541.8269724167,67218.18922836,70257.506566477,89201.11195567,110777.903010322,129139.246260746,157519.669263224,20570.532700976,23180.2630345339,28694.090368725,39300.491422898,73868.345908004
"Angola","AGO","AFR","LMIC",37885849,8347.952791,0.038,0.077,0.126,0.002,0.757,12921.568773577,15587.660795317,18735.410151126,21245.137066272,25055.8765927651,-3197.193073106,-7954.38433183398,-9376.42293090897,-9191.109569002,-7832.27063550596,16118.7618466837,23542.0451271506,28111.833082036,30436.246635275,32888.14722827,-707205.117552295,-1214484.8060609,-1002994.1283222,-820432.711797595,-741209.593737796,-1190105.935554,-2515614.058615,-2407132.831828,-2130167.72706701,-1535063.10348651,-2796321.77524102,-4800406.28011799,-3091316.14085901,-1857604.12366579,-829075.557601102,-4693632.82834804,-8530505.14479405,-6501443.101008,-4808204.56253001,-3105348.25482601,3429672.7435084,3545530.3123367,2990560.7957804,2702100.6287078,3111649.8460558,6392514.1072026,7491122.0967522,7220767.6590188,7088028.2936698,6510602.86507879,14729319.1069722,14259657.4523327,9286442.17976511,6161013.5650527,3486273.7708648,24551505.9576831,25296309.861422,19497770.634565,15951142.487431,13108526.482,2722467.62595619,2331045.50627591,1987566.66745831,1881667.9169103,2370440.25231791,5202408.17164698,4975508.03813699,4813634.82719201,4957860.566603,4975539.76159301,11932997.331731,9459251.17221504,6195126.03890699,4303409.441387,2657198.21326379,19857873.1293349,16765804.716628,12996327.533557,11142937.9249,10003178.227174,-604569.536988102,-873682.569766201,-705680.296940599,-577454.290350601,-522289.989149101,-1060343.13884619,-1821622.5563218,-1697278.3492016,-1503197.45293871,-1084649.9214966,-2468841.15550101,-3471195.57387,-2179330.1164922,-1309917.2387911,-584587.655435201,-4133753.83133501,-6166500.69995701,-4582288.76263499,-3390568.98207998,-2191527.5660809,2049127.12715948,2110465.64845555,1760214.1967699,1575815.7788618,1779935.021822,3820629.82021927,4461335.1883833,4251150.0257132,4133673.75129391,3724282.8660357,8799737.9508896,8489816.5799723,5466328.7976116,3593136.0675487,1994406.6763983,14669494.8982684,15061617.4168111,11477693.0200947,9302625.59770469,7498624.564256,1444557.5901715,1236783.0786894,1054533.8998293,998361.4885111,1257645.0326728,2760286.681373,2639712.63206199,2553871.676512,2630476.298355,2639632.944539,6330896.79538798,5018621.00610203,3286998.68111899,2283218.82875749,1409819.0209631,10535741.066933,8895116.71685398,6895404.25746101,5912056.615623,5307096.998175,-998.023825629003,-2640.32161863899,-3505.69272096001,-4284.08496000498,-5061.426527223,-96.2403011054994,-216.595631891199,-285.6985186369,-391.3940980099,-1037.08528059669,5051.7083846137,7814.4281695664,10511.5641252038,14191.665982058,21252.323037272,485.51947548119,640.32384172482,855.45667159291,1295.0345240729,4352.09174648611,4053.684558985,5174.10655092701,7005.87140424398,9907.58102205303,16190.896510048,389.279174375701,423.7282098337,569.758152956099,903.640426063099,3315.006465889
"Argentina","ARG","AMR","UMIC",45696159,30175.53597,0.051,0.096,0.149,0.227,0.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Azerbaijan","AZE","EUR","UMIC",10202850,25088.95018,0.0801,0.1231,0.1665,0.0022,0.6281,119.914014056398,144.655730930997,173.867297042802,197.157923270501,232.522133387101,-155.6159278013,-205.319548220701,-272.723493112899,-272.269790274899,-230.466433855599,275.52994185776,349.97527915162,446.590790155659,469.427713545399,462.988567242599,-124672.831106199,-117475.1522917,-111393.220588529,-92417.8691876503,-83036.4894852694,-174340.841046602,-182427.6449201,-194069.620787401,-176322.379445899,-126455.92995723,-247874.0199164,-215607.5224328,-155306.2060633,-94792.8762008799,-41783.1100055799,-546887.692069106,-515510.319644399,-460769.047439203,-363533.1248344,-251275.529447999,220642.06698103,199862.47098867,182076.20836242,159284.03869262,167791.95913175,306988.67434241,309137.76110586,316668.84038077,302513.88450627,253506.8209405,438877.14302691,366930.30933907,254276.1218989,163544.83790437,84172.89830017,966507.88435035,875930.5414336,753021.1706421,625342.7611032,505471.678372402,95969.2358748987,82387.3186969999,70682.9877739009,66866.1695049014,84755.4696464986,132647.833295804,126710.116185799,122599.219593398,126191.505060401,127050.890983302,191003.1231106,151322.786906298,98969.9158356003,68751.9617034998,42389.7882945901,419620.192281201,360420.221789196,292252.123202905,261809.636268899,254196.148924299,-87095.0192396399,-81327.8859391203,-75875.9134609299,-62973.2030517003,-56647.09927369,-121822.059247399,-126355.760724001,-132155.018441871,-120034.39563006,-86132.8509794902,-173301.832663301,-149403.241988599,-105797.39696173,-64606.1825061403,-28487.4582535299,-382218.911150403,-357086.888651602,-313828.3288645,-247613.781187898,-171267.408506699,139403.890401389,126247.980343148,114419.20474712,99443.8865260603,102881.41154032,194148.89092827,195443.82856521,198993.79116582,188812.21118008,155382.38806792,277416.10780418,231882.42934737,159744.41236385,102093.59430836,51604.6964298598,610968.88913383,553574.23825573,473157.40827679,390349.692014489,309868.4960381,52308.8711617514,44920.0944040203,38543.2912861798,36470.68347436,46234.3122666311,72326.8316808008,69088.0678412989,66838.7727239002,68777.8155500013,69249.5370883998,104114.2751408,82479.1873588003,53947.0154021196,37487.4118022202,23117.2381763197,228749.9779834,196487.349604003,159329.0794123,142735.910826597,138601.087531399,-34.5369171987104,-46.7702819824299,-72.0640530543296,-99.4153475247103,-138.143401966499,-12.6586266592401,-15.37474708325,-22.27003184101,-29.4361694659801,-59.7061488023601,61.17426852167,79.718646559061,117.99378624068,171.44397068476,277.5812912152,22.35247661879,26.180773347645,36.4316883731931,50.7385323337301,119.8925473946,26.6373513229601,32.9483645766304,45.9297331863399,72.0286231600003,139.437889248798,9.6938499595401,10.8060262643999,14.1616565321901,21.3023628677702,60.18639859223
"Burundi","BDI","AFR","LIC",14047786,949.8346131,0.071,0.11,0.15,0.0021,0.6669,1132.2335387876,1365.8459474203,1641.6628745129,1861.57401969339,2195.4844894733,345.698960461596,-751.845821050701,-811.782612426294,-693.347522996293,-622.996740851304,786.534578326026,2117.6917684709,2453.4454869392,2554.9215426897,2818.4812303247,402129.1182805,-561411.728674904,-434698.934778299,-308371.964016002,-292809.6590859,384465.2532572,-789935.675930001,-679745.468718894,-530038.679806001,-401521.9935669,1317163.62445199,-1705100.875286,-1010812.0058382,-533559.638133403,-252274.082247801,2103757.99598998,-3056448.27989,-2125256.409335,-1371970.2819553,-946605.734900795,809690.554569096,1592687.30527094,1309310.5076243,1140433.4882255,1345553.2362897,1081016.46974307,2191859.5592826,2033480.9901327,1923941.0716872,1804276.4061052,2668609.43412814,4864838.6517018,3076102.3874746,1966477.5390248,1138795.9693732,4559316.4584403,8649385.5162553,6418893.8852316,5030852.0989376,4288625.61176829,1211819.6728496,1031275.576596,874611.572845906,832061.524209701,1052743.5772038,1465481.7230003,1401923.8833525,1353735.5214138,1393902.39188121,1402754.4125383,3985773.05858099,3159737.77641602,2065290.38163629,1432917.9008914,886521.887125403,6663074.45442998,5592937.23636398,4293637.47589597,3658881.816982,3342019.876867,146937.329543799,-410763.329319902,-317077.6077106,-225348.7775387,-214539.332781101,114843.144121796,-574892.816742603,-495400.578949999,-385933.584052097,-293026.056452101,480080.523140192,-1249598.9385447,-739472.018978,-389632.698003799,-184081.79804953,741860.996805996,-2235255.08460701,-1551950.20563859,-1000915.0595946,-691647.187282696,500725.095842629,961812.567959379,784334.838570911,669939.86683001,777157.922414601,667641.911951603,1323566.30104544,1218414.23987382,1130342.9760892,1042299.7542618,1649903.275151,2938119.3923478,1842993.8752497,1155163.7514661,657676.0259331,2818270.28294522,5223498.2613526,3845742.9536945,2955446.5943853,2477133.70260949,647662.425386399,551049.2386395,467257.230860401,444591.089291301,562618.589633498,782485.056073301,748673.484302901,723013.660923801,744409.392037295,749273.697809704,2129983.798292,1688520.45380309,1103521.8562717,765531.0534622,473594.2278836,3560131.27975002,2988243.176745,2293792.74805599,1954531.53479071,1785486.5153268,246.944229856097,-574.2388777339,-652.292857835695,-586.979525758994,-561.538334256395,76.7759585970016,-153.740938363109,-171.416841685499,-177.814701884201,-259.6455578648,563.581422588424,1616.67890102951,1970.8701426966,2163.3328365964,2540.5642761347,170.670689729991,433.51683502666,518.62793246816,655.234991991581,1174.9704494209,810.525652444601,1042.4400232956,1318.5772848609,1576.3533108374,1979.02594187841,247.446648326999,279.775896663599,347.211090782601,477.420290107399,915.324891556098
"Benin","BEN","AFR","LMIC",14462724,4434.564218,0.076,0.119,0.161,0.221,0.423,1523.1144658562,1837.3768744516,2208.4140652705,2504.2451239283,2953.4314882249,-1763.6684589733,-2348.4059583508,-2376.9754664951,-2250.1989359951,-1942.5838077515,3286.78292482947,4185.7828328024,4585.3895317657,4754.4440599234,4896.0152959764,-532474.962418309,-519846.0176526,-375744.94523754,-293421.75077023,-269110.157844,-981774.001166001,-1021531.25571974,-824444.33058219,-709853.12776559,-519371.1731776,-1193877.9239049,-1053150.90323111,-583964.22494627,-341745.91477474,-154692.2971108,-2708126.8874891,-2594528.1766034,-1784153.500766,-1345020.7933105,-943173.628132409,1008676.5511076,928631.03128774,725663.50098395,623822.72719162,683747.16064157,1803969.06339415,1808056.00710002,1585452.09757734,1493681.3711991,1302639.0483104,2238015.18238206,1883745.89563761,1130356.21573208,721449.01462424,388790.43364285,5050660.79688381,4620432.93402535,3441471.81429333,2838953.113015,2375176.6425948,476201.58868929,408785.013635141,349918.55574642,330400.976421379,414637.00279757,822195.062228199,786524.7513803,761007.766995201,783828.2434335,783267.875132799,1044137.2584771,830594.992406501,546391.990785819,379703.0998495,234098.13653205,2342533.9093947,2025904.757422,1657318.3135274,1493932.3197044,1432003.0144624,-368354.21664382,-347525.77204266,-251074.72204752,-196266.25520476,-180178.44707412,-673824.87060603,-681699.99044312,-550754.53651651,-474049.68201781,-347011.69390757,-824525.880427839,-704436.562870339,-390411.89653522,-228267.24925761,-103290.921528799,-1866704.9676776,-1733662.3253562,-1192241.1550993,-898583.18648018,-630481.062510501,624393.327172373,567257.222203128,439158.42902982,373905.98838642,403137.64633786,1115547.96116371,1104246.93903871,959669.59318578,895198.08795603,767891.50168162,1385870.83666677,1150949.34994558,684123.75843501,432343.19478896,229093.60376103,3125812.12500285,2822453.51118742,2082951.78065061,1701447.2711314,1400122.7517805,256039.11052856,219731.45016046,188083.70698229,177639.73318166,222959.19926374,441723.090557691,422546.9485956,408915.05666928,421148.40593822,420879.80777404,561344.956238901,446512.78707524,293711.86189979,204075.94553135,125802.68223223,1259107.1573252,1088791.1858313,890710.625551401,802864.084651299,769641.689269999,-497.994212362079,-700.51910677054,-824.90267286148,-1022.19303109644,-1271.7117910394,-91.49960541613,-111.407143549375,-124.03361901723,-158.7702848269,-357.48575092769,926.753748135365,1248.70599752549,1591.40988353143,2159.39836700312,3205.505440757,170.544422378649,198.635264348073,238.955604999333,335.12005952913,900.28014572608,428.75953577328,548.186890754951,766.507210669901,1137.2053359067,1933.7936497175,79.0448169625199,87.22812079869,114.9219859821,176.34977470223,542.794394798389
"Burkina Faso","BFA","AFR","LIC",23548781,2896.187416,0.073,0.112,0.151,0.211,0.453,2939.361344957,3545.8362992074,4261.8772801601,4832.7827491509,5699.63882956561,1468.5250518454,-2646.4749849544,-3324.2426693907,-3075.481446271,-2678.2837261701,1470.83629311164,6192.31128416184,7586.11994955077,7908.264195422,8377.9225557357,629016.838848,-792664.959486399,-709436.164358329,-545966.63087971,-509010.00821848,1379714.4206407,-2034027.0206711,-2032709.4306399,-1705066.2773617,-1266563.0876479,1797020.78063551,-2156058.6301727,-1484343.8989167,-847435.699220521,-386360.50464042,3805752.04012419,-4982750.61033029,-4226489.493915,-3098468.607462,-2161933.6005067,609140.302684519,1856721.96370007,1615581.51152213,1404619.84857771,1590275.87094623,1464806.01630561,4755159.44725116,4650966.78050584,4391333.8877046,3967012.3631977,1864113.13103615,5056735.38170097,3385709.60333985,2175737.16875975,1207930.02781167,3938059.45002627,11668616.7926522,9652257.8953678,7971690.905042,6765218.2619556,1238157.1415326,1064057.0042136,906145.3471638,858653.217698021,1081265.8627278,2844520.4369463,2721132.42658,2618257.3498659,2686267.6103429,2700449.2755498,3661133.9116716,2900676.7515282,1901365.7044231,1328301.4695392,821569.52317127,7743811.4901505,6685866.18232191,5425768.40145279,4873222.2975801,4603284.6614488,264775.622756511,-596434.441008191,-516032.71494314,-397286.98549181,-370260.55633398,566899.6085811,-1527698.9654719,-1479489.9206565,-1241228.6804218,-921671.161014229,743029.075462103,-1623637.1132974,-1080504.20118591,-616442.16614619,-281102.91345426,1574704.3067997,-3747770.5197774,-3076026.8367855,-2254957.8320598,-1573034.6308024,404585.692055199,1171572.92860737,1005786.0586286,861426.32704406,954692.96765675,970372.374350816,2998321.41781629,2894644.02971618,2693176.95700064,2381091.70399219,1235573.41671283,3191378.60142068,2108210.1110301,1334317.10199614,725141.48882863,2610531.48311883,7361272.94784436,6008640.19937483,4888920.3860408,4060926.1604775,669361.31481171,575138.487599189,489753.343685471,464139.34155225,584432.41132277,1537271.982932,1470622.4523445,1415154.1090597,1451948.2765788,1459420.5429779,1978602.4921749,1567741.4881232,1027705.9098441,717874.935849961,444038.57537437,4185235.7899186,3613502.4280668,2932613.3625893,2633962.5539811,2487891.529675,717.371022689602,-1405.2550168159,-1959.1271498156,-2082.2950615457,-2148.2797000021,119.78706582539,-198.7115436961,-267.50952482541,-323.38004052945,-624.56327219547,720.070523222538,3287.66067917253,4471.58994643874,5354.7869051552,6719.3483175508,121.390129384431,464.974761467042,610.480745525059,830.740229321,1954.00200733311,1437.4415459122,1882.4056623566,2512.4627966231,3272.4918436095,4571.0686175489,241.17719520982,266.26321777095,342.97122069964,507.36018879156,1329.4387351376
"Bangladesh","BGD","SEAR","LMIC",173562364,9646.769844,0.082,0.122,0.16,0.215,0.421,92145.9395956099,111158.30246705,133605.44701158,151502.74329014,178677.78529748,9590.18947663996,-80505.5547223899,-83621.0758675199,-80669.3594184599,-69150.94141976,82555.7501189775,191663.857189443,217226.522879101,232172.102708602,247828.72671724,1226678.63242701,-6056635.333446,-4483345.75626349,-3592192.86618119,-3281580.857257,3126575.40926898,-26006083.512696,-21514669.021876,-18746792.153685,-13741765.828339,4257266.46227896,-23708288.388562,-13443057.053209,-8036847.171469,-3597016.1932984,8610520.50396991,-55771007.2347101,-39441071.831349,-30375832.1913351,-20620362.878894,8531078.65892212,14421539.0281842,11637325.1212711,10392162.0368367,11775660.5886637,33783061.1242387,61327034.9088428,55680355.135728,53761153.792005,48803539.795461,37572097.4506081,56898373.9964415,35251381.295432,23200546.0160994,12959520.9938993,79886237.2337691,132646947.933469,102569061.552431,87353861.844941,73538721.378024,9757757.29134899,8364903.694738,7153979.365008,6799969.170655,8494079.73140702,36909636.5335081,35320951.396147,34165686.113852,35014361.63832,35061773.9671221,41829363.912887,33190085.607879,21808324.242223,15163698.84463,9362504.80060101,88496757.7377398,76875940.69877,63127989.7210799,56978029.653605,52918358.49913,-142444.50707151,-4419507.6761511,-3249519.2684297,-2607624.04060841,-2379552.7858419,-1497937.17734897,-18924668.9219429,-15587847.341348,-13585836.04994,-9944039.08535701,-1224667.62974,-17338816.764032,-9772489.92151901,-5830841.83388631,-2611651.1165684,-2865049.31416202,-40682993.3621261,-28609856.531297,-22024301.924435,-14935242.987767,5442043.19088747,8962288.11209675,7134857.3174365,6300880.6150354,6992265.2401358,21537816.0549985,38101786.1945742,34138808.2122102,32598635.897954,28980532.716899,23941053.3537788,35364566.9192612,21617481.3426803,14066044.7828117,7696255.8893038,50920912.5996648,82428641.2259317,62891146.872327,52965561.2958,43669053.846339,5299598.6838159,4542780.4359457,3885338.0490067,3693256.57442699,4612712.4542937,20039878.87765,19177117.272631,18550960.870862,19012799.848013,19036493.631543,22716385.724038,18025750.15523,11844991.421161,8235202.94892499,5084604.7727354,48055863.2855029,41745647.863806,34281290.34103,30941259.3713651,28733810.8585721,2851.58517722896,-25527.765582418,-30805.569810872,-37942.476925707,-45221.715106796,150.834560131701,-1211.8505623356,-1443.6248923854,-1999.9537938771,-6267.957611605,24462.0195018054,60788.6807427053,80021.363116952,109151.884552925,162015.62312762,1409.72771330132,2890.79192979282,3748.8138669349,5756.0895902601,22459.532295463,27313.604679035,35260.9151602869,49215.79330608,71209.40762721,116793.90802082,1560.5622734331,1678.9413674573,2305.1889745494,3756.135796383,16191.574683859
"Bolivia","BOL","AMR","LMIC",12413315,11189.80551,0.052,0.1,0.148,0.223,0.477,1218.5160294999,1469.93100252189,1766.7667129617,2003.43631007949,2362.7926141512,-44.1080656655977,-884.997804183797,-1563.6972163353,-1545.9159320642,-1313.2421493923,1262.62409516554,2354.92880670566,3330.463929297,3549.3522421436,3676.0347635433,-22595.6603478007,-464266.293820202,-602025.2419351,-497799.036548801,-450181.8014076,-133543.277572393,-1504808.57981171,-2100362.0997489,-1883466.2327486,-1354120.3347885,-41451.348210305,-1444934.0111603,-1415567.9362379,-862078.465132799,-384679.312964499,-197590.286130011,-3414008.884792,-4117955.277922,-3243343.73443009,-2188981.4491607,959663.586140976,1263847.85161207,1283272.91356453,1146415.35936041,1268156.8147839,2713658.17281277,3969141.05807495,4484082.7468833,4333256.1501795,3804862.592006,3143883.37830118,3899447.18228034,3021930.61441817,1979612.085297,1074249.3937987,6817205.13725493,9132436.09196738,8789286.2748661,7459283.59483691,6147268.8005886,937067.925793201,799581.557792,681247.671629399,648616.322811499,817975.013376299,2580114.8952405,2464332.47826329,2383720.64713439,2449789.917431,2450742.2572175,3102432.03009079,2454513.17112011,1606362.6781803,1117533.6201642,689570.080834102,6619614.85112402,5718427.207176,4671330.99694401,4215939.86040701,3958287.351427,-106935.201600399,-372455.287773501,-436367.40755979,-360796.35147361,-326458.30537785,-342833.947704799,-1194427.3915571,-1521437.2537755,-1364625.4204978,-981313.296663199,-335985.9267473,-1156925.7488647,-1026247.4201093,-624613.8918861,-278607.49033732,-785755.076052994,-2723808.42819521,-2984052.08144461,-2350035.6638575,-1586379.0923784,618740.007694531,809086.716132035,808331.68316127,714983.81382068,773220.450306,1751329.82318207,2539886.28390711,2823005.33263269,2702233.3219872,2319606.2322301,2030575.10831639,2497544.66154495,1903501.37132295,1234851.62373172,655128.67943535,4400644.93919299,5846517.66158407,5534838.3871169,4652068.7595396,3747955.3619714,511804.806094099,436631.428358499,371964.275601501,354187.4623471,446762.144928101,1408495.87547719,1345458.89235,1301568.0788572,1337607.9014894,1338292.9355669,1694589.1815691,1340618.9126802,877253.951213699,610237.731845599,376521.189098001,3614889.863141,3122709.23338901,2550786.3056723,2302033.09568219,2161576.269593,-23.5066776938002,-522.381541896499,-1015.5534905823,-1129.2430318893,-1103.0669653333,-4.51955498616007,-75.4271997679198,-142.08145075405,-183.22166869019,-341.025403690221,682.099672981372,1389.31403932262,2163.1450320277,2592.6138590451,3087.626143944,116.63189949062,199.998057844851,302.343171169566,420.43731914411,953.79918565932,658.592995287599,866.932497425998,1147.5915414454,1463.3708271558,1984.5591786106,112.11234450446,124.57085807693,160.26172041553,237.215650453921,612.773781969001
"Brazil","BRA","AMR","UMIC",211998573,22333.41166,0.037,0.078,0.125,0.194,0.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
